brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,desc
MINI,Cooper S Base,2007,"45,000 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$7,900 ","MINI Cooper S Base 2007, Yellow exterior, Black interior, 45,000 mi., 172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Jeep,Gladiator Mojave,2022,"24,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$64,000 ","Jeep Gladiator Mojave 2022, Blue exterior, Black interior, 24,500 mi., 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Buick,Encore GX Essence,2020,"35,569 mi.",Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,None reported,,"$21,999 ","Buick Encore GX Essence 2020, Satin Steel Metallic exterior, Ebony interior, 35,569 mi., 1.3L I3 12V MPFI DOHC Turbo, Automatic CVT, Gasoline, None reported"
Toyota,Highlander XLE,2020,"35,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$36,999 ","Toyota Highlander XLE 2020, Silver exterior, Black interior, 35,000 mi., 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Acura,MDX Touring,2003,"165,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$4,000 ","Acura MDX Touring 2003, Silver exterior, Black interior, 165,000 mi., 260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Land,Rover Range Rover Sport SE MHEV,2021,"15,000 mi.",Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,"$69,000 ","Land Rover Range Rover Sport SE MHEV 2021, Black exterior, Black interior, 15,000 mi., 355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid, A/T, Hybrid, None reported"
BMW,535 i xDrive,2014,"119,750 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$15,499 ","BMW 535 i xDrive 2014, White exterior, Beige interior, 119,750 mi., 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Nissan,350Z Touring,2007,"90,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,At least 1 accident or damage reported,Yes,"$12,000 ","Nissan 350Z Touring 2007, White exterior, Green interior, 90,000 mi., 306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, M/T, Gasoline, At least 1 accident or damage reported"
Ford,Transit Connect XLT,2015,"112,000 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$14,500 ","Ford Transit Connect XLT 2015, White exterior, Black interior, 112,000 mi., 169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Mercedes-Benz,SL-Class SL550 Roadster,2008,"150,000 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"$16,800 ","Mercedes-Benz SL-Class SL550 Roadster 2008, Black exterior, Beige interior, 150,000 mi., 382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Porsche,911 Turbo S,2021,"1,912 mi.",Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$240,000 ","Porsche 911 Turbo S 2021, Silver exterior, Black interior, 1,912 mi., 640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Hyundai,Sonata Sport 2.0T,2015,"82,900 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$13,995 ","Hyundai Sonata Sport 2.0T 2015, Black exterior, Black interior, 82,900 mi., 245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Audi,TT 1.8T,2004,"79,500 mi.",Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$12,000 ","Audi TT 1.8T 2004, Silver exterior, Black interior, 79,500 mi., 180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Volvo,XC90 T6 Inscription,2019,"60,000 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$37,000 ","Volvo XC90 T6 Inscription 2019, White exterior, Black interior, 60,000 mi., 316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
RAM,1500 Big Horn,2021,"41,800 mi.",Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,None reported,Yes,"$44,900 ","RAM 1500 Big Horn 2021, White exterior, Black interior, 41,800 mi., 260.0HP 3.0L V6 Cylinder Engine Diesel Fuel, 8-Speed A/T, Diesel, None reported"
Chevrolet,Tahoe LT,2021,"71,536 mi.",Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,Yes,"$49,685 ","Chevrolet Tahoe LT 2021, Black exterior, Jet Black interior, 71,536 mi., 5.3L V8 16V GDI OHV, 10-Speed Automatic, Gasoline, None reported"
Ford,Explorer XLT,2014,"127,558 mi.",Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,None reported,Yes,"$13,715 ","Ford Explorer XLT 2014, Green exterior, Charcoal Black interior, 127,558 mi., 3.5L V6 24V MPFI DOHC, 6-Speed Automatic, Gasoline, None reported"
Ford,Mustang Mach-E Premium,2023,"13,232 mi.",,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$45,000 ","Ford Mustang Mach-E Premium 2023, Gray exterior, Black interior, 13,232 mi., 346.0HP Electric Motor Electric Fuel System, 1-Speed A/T, nan, None reported"
Chevrolet,Camaro 1SS,2017,"39,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,None reported,Yes,"$31,500 ","Chevrolet Camaro 1SS 2017, Yellow exterior, Black interior, 39,000 mi., 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Ford,Bronco Big Bend Advanced,2023,"11,500 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$54,490 ","Ford Bronco Big Bend Advanced 2023, Gray exterior, Black interior, 11,500 mi., 315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Chrysler,Pacifica Launch Edition,2020,"22,200 mi.",Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"$36,800 ","Chrysler Pacifica Launch Edition 2020, Black exterior, Black interior, 22,200 mi., 287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 9-Speed A/T, Gasoline, None reported"
Tesla,Model Y Long Range,2023,"7,414 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$56,515 ","Tesla Model Y Long Range 2023, Black exterior, White interior, 7,414 mi., 425.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
Lamborghini,Huracan LP580-2,2017,"14,586 mi.",Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,,"$209,991 ","Lamborghini Huracan LP580-2 2017, Blue Caelum exterior, Nero Ade interior, 14,586 mi., 5.2L V-10 gasoline direct injection, DOHC, variable valve contro, Automatic, Gasoline, None reported"
RAM,1500 Rebel,2021,"32,000 mi.",Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,"$50,927 ","RAM 1500 Rebel 2021, White exterior, Black interior, 32,000 mi., 395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Toyota,86 Base,2020,"14,700 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$27,350 ","Toyota 86 Base 2020, White exterior, Black interior, 14,700 mi., 200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
BMW,X5 xDrive50i,2016,"79,995 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$23,995 ","BMW X5 xDrive50i 2016, Black exterior, Black interior, 79,995 mi., 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
GMC,Yukon Denali,2018,"76,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$44,500 ","GMC Yukon Denali 2018, Black exterior, Black interior, 76,000 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Honda,Accord EX-L,2014,"62,000 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,"$18,987 ","Honda Accord EX-L 2014, Gray exterior, Black interior, 62,000 mi., 185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, CVT Transmission, Gasoline, At least 1 accident or damage reported"
Maserati,Ghibli S Q4,2017,"53,500 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$28,700 ","Maserati Ghibli S Q4 2017, Gray exterior, Black interior, 53,500 mi., 404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Hyundai,Kona EV SEL,2022,"9,400 mi.",,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,"$31,999 ","Hyundai Kona EV SEL 2022, Red exterior, Black interior, 9,400 mi., 201.0HP Electric Motor Electric Fuel System, 1-Speed A/T, nan, None reported"
BMW,435 i,2014,"86,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$20,900 ","BMW 435 i 2014, Silver exterior, Black interior, 86,500 mi., 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Mercedes-Benz,GL-Class GL 450,2011,"148,000 mi.",Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,900 ","Mercedes-Benz GL-Class GL 450 2011, Black exterior, Black interior, 148,000 mi., 335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
GMC,Sierra 1500 SLE,2014,"100,080 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,"$22,989 ","GMC Sierra 1500 SLE 2014, White exterior, Gray interior, 100,080 mi., 285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability, 6-Speed A/T, E85 Flex Fuel, None reported"
Dodge,Challenger SRT Demon,2018,"2,620 mi.",Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$155,700 ","Dodge Challenger SRT Demon 2018, Black exterior, Black interior, 2,620 mi., 808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, nan"
BMW,X5 PHEV xDrive45e,2023,"3,099 mi.",Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,"$74,995 ","BMW X5 PHEV xDrive45e 2023, Black exterior, Black interior, 3,099 mi., 389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas, 8-Speed A/T, Plug-In Hybrid, None reported"
Dodge,Durango R/T,2020,"78,000 mi.",Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,"$29,500 ","Dodge Durango R/T 2020, Black exterior, Red interior, 78,000 mi., 360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Ferrari,488 Spider Base,2019,"9,005 mi.",Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,,"$319,900 ","Ferrari 488 Spider Base 2019, White exterior, – interior, 9,005 mi., 3.9L V8 32V GDI DOHC Twin Turbo, 7-Speed Automatic with Auto-Shift, Gasoline, None reported"
Ford,Bronco Sport Big Bend,2022,"16,700 mi.",Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$31,000 ","Ford Bronco Sport Big Bend 2022, Blue exterior, Black interior, 16,700 mi., 181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Honda,Civic LX,2015,"51,300 mi.",Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,"$17,500 ","Honda Civic LX 2015, Black exterior, Black interior, 51,300 mi., 143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Ford,Shelby GT350 Base,2018,"8,237 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$62,900 ","Ford Shelby GT350 Base 2018, Gray exterior, Black interior, 8,237 mi., 526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Volkswagen,Jetta S,2010,"99,000 mi.",Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$6,000 ","Volkswagen Jetta S 2010, Gray exterior, Black interior, 99,000 mi., 170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Mazda,CX-5 Grand Touring,2021,"62,377 mi.",Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,"$26,288 ","Mazda CX-5 Grand Touring 2021, Jet Black Mica exterior, Black interior, 62,377 mi., 2.5L I4 16V, 6-Speed Automatic, Gasoline, None reported"
Jeep,Wrangler Rubicon,2009,"130,000 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,"$15,500 ","Jeep Wrangler Rubicon 2009, Black exterior, Gray interior, 130,000 mi., 202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$28,999 ","Ford F-250 XLT 2016, Silver exterior, Gray interior, 94,300 mi., 385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability, 6-Speed A/T, E85 Flex Fuel, At least 1 accident or damage reported"
Tesla,Model Y Performance,2022,"24,115 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$46,500 ","Tesla Model Y Performance 2022, Gray exterior, White interior, 24,115 mi., 455.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
BMW,528 i,2016,"82,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$16,995 ","BMW 528 i 2016, Silver exterior, Black interior, 82,000 mi., 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Kia,Rio S,2021,"67,686 mi.",Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$15,700 ","Kia Rio S 2021, Silver exterior, Black interior, 67,686 mi., 120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Tesla,Model S 85,2014,"96,800 mi.",,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"$28,450 ","Tesla Model S 85 2014, Blue exterior, Black interior, 96,800 mi., 362.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
Jeep,Wrangler Sport,1997,"131,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,Yes,"$5,500 ","Jeep Wrangler Sport 1997, Green exterior, Gray interior, 131,000 mi., 181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, At least 1 accident or damage reported"
Tesla,Model 3 Standard Range,2020,"23,097 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,900 ","Tesla Model 3 Standard Range 2020, Black exterior, Black interior, 23,097 mi., 271.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
Ferrari,GTC4Lusso T,2018,"31,000 mi.",Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$197,499 ","Ferrari GTC4Lusso T 2018, White exterior, Red interior, 31,000 mi., 602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
BMW,X5 M50i,2021,"28,898 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,"$71,000 ","BMW X5 M50i 2021, Black exterior, Orange interior, 28,898 mi., 523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Mazda,MX-5 Miata RF Club,2022,"7,250 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$35,619 ","Mazda MX-5 Miata RF Club 2022, Gray exterior, Black interior, 7,250 mi., 181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Ford,F-250 XLT,2014,"59,459 mi.",Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,"$40,999 ","Ford F-250 XLT 2014, Black exterior, Silver interior, 59,459 mi., 400.0HP 6.7L 8 Cylinder Engine Diesel Fuel, 6-Speed A/T, Diesel, At least 1 accident or damage reported"
Jeep,Wrangler Sahara,2012,"78,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$22,000 ","Jeep Wrangler Sahara 2012, Beige exterior, Black interior, 78,000 mi., 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, At least 1 accident or damage reported"
RAM,1500 Laramie,2021,"24,213 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$46,500 ","RAM 1500 Laramie 2021, White exterior, Black interior, 24,213 mi., 395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
RAM,1500 Laramie,2020,"21,165 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,"$46,105 ","RAM 1500 Laramie 2020, Bright White Clearcoat exterior, Black interior, 21,165 mi., 5.7L V8 16V MPFI OHV, 8-Speed Automatic, Gasoline, None reported"
GMC,Yukon Denali,2016,"107,750 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$35,500 ","GMC Yukon Denali 2016, Black exterior, Black interior, 107,750 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Ford,F-150 Lariat,2016,"117,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$26,500 ","Ford F-150 Lariat 2016, White exterior, Black interior, 117,000 mi., 365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$35,000 ","Chevrolet Corvette Base 2006, Red exterior, Beige interior, 39,132 mi., 400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,"$9,000 ","BMW Z4 2.5i 2004, Gray exterior, Black interior, 94,500 mi., 184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Subaru,Crosstrek 2.0i Premium,2017,"50,011 mi.",Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$21,495 ","Subaru Crosstrek 2.0i Premium 2017, Red exterior, Beige interior, 50,011 mi., 148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Lexus,GX 470 Base,2004,"215,000 mi.",Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$7,350 ","Lexus GX 470 Base 2004, White exterior, Beige interior, 215,000 mi., 235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, At least 1 accident or damage reported"
RAM,1500 Laramie,2022,"16,616 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,"$45,999 ","RAM 1500 Laramie 2022, Diamond Black exterior, Black interior, 16,616 mi., 5.7L V8 16V MPFI OHV, 8-Speed Automatic, Gasoline, None reported"
Ford,F-150 XLT,2022,"33,818 mi.",Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,Yes,"$46,552 ","Ford F-150 XLT 2022, Agate Black Metallic exterior, Black interior, 33,818 mi., 5.0L V8 32V PDI DOHC, Automatic, Gasoline, None reported"
Jeep,Wagoneer Series III,2022,"9,099 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$68,362 ","Jeep Wagoneer Series III 2022, Velvet Red Pearlcoat exterior, Global Black interior, 9,099 mi., 5.7L V8 16V MPFI OHV, 8-Speed Automatic, Gasoline, None reported"
Volkswagen,GTI Base,2008,"95,798 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$9,850 ","Volkswagen GTI Base 2008, White exterior, Black interior, 95,798 mi., 200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,"35,943 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,"$51,700 ","Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC 2016, Black exterior, White interior, 35,943 mi., 577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Mazda,Mazda6 iSport VE,2008,"106,000 mi.",Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,"$4,300 ","Mazda Mazda6 iSport VE 2008, Black exterior, Beige interior, 106,000 mi., 156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, None reported"
